,Date,Title,Link,Director,Cast,Production,Reception,Plot,Writer,Music Director,Cinematographer,Reception Sentiment,Month,Reception Score,TSNE-2D-one,TSNE-2D-two
150,2023-08-11,Vaan Moondru,/wiki/Vaan_Moondru,A. M. R. Murugesh,"Delhi Ganesh,Leela Samson, Aadhitya Bhaskar",Cinemakaaran,"The film was released on 11 August 2023 via a streaming platform. A reviewer from the portalOTTPlaynoted the film was ""a harmless feel-good film that relies on sincere performances from lead actors"".[3]A reviewer fromDeccan Chroniclewrote ""throughout the movie, the director tries to drive home the point that life can be started afresh even when the past has been very hard on you"".[4]Subashree Dutta of theLeisureBytewrote ""the movie relies more on your ability to perceive than on evoking emotions using the storyline. But thanks to the actors, the movie is convenient to watch"".[5]A critic fromVikatangave the film a middling review.[6]",,,R2bros,Charles Thomas,0.6105,8,5,10.096427,5.1273766
151,2023-08-18,Broken Script,/wiki/Broken_Script,Giovanni Singh,"Rio Raj, Moon Nila, Gunalan Morgan",Streetlight Pictures,"The film was released on 18 August 2023 across theatres in Tamil Nadu. A critic fromDina Thanthigave the film a mixed review.[2]A reviewer romKumudamalso criticised the film's making, while a reviewer fromVirakesarigave the film 2 out of 5 stars.[3][4]A critic fromHindu Tamil Thisairated the film 2.5 stars out of 5.[5]A critic fromMaalai Malarcalled the film enjoyable.[6]",,,Praveen Viswa Malik,Saleem Bilal Jitesh,-0.7964,8,1,-10.290125,-0.25350887
152,2023-08-18,Vivasayi Ennum Naan,,P. Pachamuthu,"Poovarasan,Saravanan,Vela Ramamoorthy",PKS Production,,,,,,,8,5,-7.2924223,-1.1256552
153,2023-08-25,3.6.9,/wiki/3.6.9,Shiva Madhav,"K. Bhagyaraj, PGS,Black Pandi",PGS Production,"Dina Thanthicritic wrote that ""Although some scenes are repetitive, Siva Madhav, who has directed the film, is commendable for framing the future scientific development as a screenplay in just 81 minutes with 24 cameras"".[4]Thinaboomicritic stated that ""Bhagyaraj, who plays the role of a priest, is amazing with his experienced performance"".[5]The Hinducritic gave 2 stars out of 5 and gave a mixed review.[6]",,Shiva Madhav,Karthik Harsha,Marishwaran Mohan Kumar,0.5859,8,4,-1.7399764,-10.366504
154,2023-08-25,Adiyae,/wiki/Adiyae,Vignesh Karthick,"G. V. Prakash Kumar,Gouri Kishan,Venkat Prabhu",Maali & Manvi Movie Makers,"Adiyaereceived positive reviews from critics, praising the lead cast's performance (especially Prakash, Gouri and Venkat's), narration, screenplay and Justin's music.[8]","Jeeva has been in love with Senthaazhini since school days. Years later, Senthaazhini is a renowned singer, while Jeeva is an ordinary common man who is still in love with Senthaazhini but has not disclosed it yet. One day he gets transported to an alternate universe, where he is an accomplished musician and Senthaazhini is his wife. His trip to the parallel universe reverts after a predetermined period. Jeeva goes back to the parallel universe to be with Senthaazhini but eventually comes back to the 'reality'. How Jeeva resolves his love story in reality forms the rest of the story.",Vignesh Karthick,Justin Prabhakaran,Gokul Benoy,0.7096,8,5,2.4164097,-4.6850705
155,2023-08-25,Black 'n' White,,S. Dheekshi,"Karthik Raj, Arthika, Shravnitha",K Studios,,,,,,,8,5,6.039385,0.05860341
156,2023-08-25,Kakkan,/wiki/Kakkan,Prabhu Manikkam,"Joseph Baby, Manigandan, Bakhrudeen",Shankar Movies International,The film was released on 25 August 2023 across theatres in Tamil Nadu. A critic fromVikatanpraised the political aspects of the film but drew suspicion of the historical accuracy.[4],,,,,-0.6059,8,1,-5.4957466,7.4855723
157,2023-08-25,Partner,/wiki/Partner_(2023_film),Manoj Damodharan,"Aadhi Pinisetty,Hansika Motwani,Yogi Babu",Royal Fortuna Creations,,,Manoj Damodharan,Santhosh Dhayanidhi,Shabeer Ahammed,,8,5,-9.145483,2.771171
158,2023-08-25,Ramar Palam,,M. Shanmugavel,"Madhu, Nikita, Shanmugavel",Cinema Company,,,,,,,8,5,-4.026308,-7.401024
159,2023-08-26,Harkara,/wiki/Harkara,Ram Arun Castro,"Kaali Venkat, Ram Arun Castro, Gowthami Chowdhry",Kalorful Beta Movement,"The film was released on 25 August 2023[11].Raghav Kumar ofKalki Onlinewrote that ""This film is dedicated to the postmen who are the face of this postal department.""[12].Puthiya Thalaimuraicritic gave two stars out of five and gave mixed review[13].Virakesaricritic rated three out of five and noted that ""One can heartily appreciate the fact that the director has created the work on the principle of 'art for the people' without making any compromises, especially without imposing any commercial aspects.""[14].Jayabhuvaneshwari B ofCinema Expressgave two point five out of five and noted that ""All this said and done,Harkaradoes end with sweet surprises.""[15]",The story revolves around the life of postman in a small village. A small conversation with a stranger on his way to deliver a letter changes the way he feels about the village and it's traditions.,Ram Arun Castro,Ramshanker,Philip R SunderLokesh Elangovan,0.8827,8,5,-7.425163,-7.271251
160,2023-09-01,Karumegangal Kalaigindrana,/wiki/Karumegangal_Kalaigindrana,Thangar Bachan,"Bharathiraja,Gautham Vasudev Menon,Yogi Babu",VAU Media Entertainments,"The film was released on 1 September 2023 across theatres inTamil Nadu. A reviewer fromThe Hindunoted ""the ineffective screenwriting technique spoils this drama — starring Bharathiraja, Yogi Babu, Aditi Balan and Gautham Menon — but that doesn’t take away from the fact that filmmaker Thankar Bachan had an earnest and heart-wrenching story to tell.""[8]Logesh Balachandran ofTimes of Indiawrote ""The film could have been an impactful emotional drama, but ends up only being an average watch"", while Navein Darshan ofCinema Expressnoted it was ""a testing, emotionally-distant drama"".[9][10][11]",,,G. V. Prakash Kumar,N. K. Ekambaram,0.7269,9,5,-3.9433324,-10.569913
161,2023-09-01,Kick,/wiki/Kick_(2023_film),Prashant Raj,"Santhanam,Tanya Hope,Brahmanandam",Fortune Films,"A Srinivasa Ramanujam ofThe Hindustated that ""Santhanam’s film is yawn-inducing and terrible""[13].Avinash Ramachandran ofCinema Expressgave 1 star out of 5 and noted that ""we see the cast and crew laughing their hearts out while filmingKick, one can’t help but think why didn’t these laughs translate onscreen, only to realise the actual joke was on us.""[14]",,Prashant Raj,Arjun Janya,Sudhakar S. Raj,0.9136,9,5,-1.0796895,10.615796
162,2023-09-01,Lucky Man,/wiki/Lucky_Man_(2023_film),Balaji Venugopal,"Yogi Babu,Veera Bahu, Raichal Rebecca",Think Studios,"The film was released on 1 September 2023 across theatres inTamil Nadu. Bhuvanesh Chandar fromThe Hinduwrote ""Yogi Babu shoulders a mildly entertaining drama"",[6]while Logesh Balachandran fromThe Times of Indianoted ""Lucky Manis not very lucky enough to win our hearts completely, despite a good premise"".[7]Jayabhuvaneshwari B fromCinema Expresswrote ""Lucky Manis an interesting film that leaves you entertained but does not necessarily travel along with you after you leave the theatres"".[8]","Murugan, a down-on-his-luck real estate agent, lives with his wife, Deivanai and their son, and is struggling financially. His life changes in a positive way when he wins a car. So he considers the car his lucky charm. His life changes drastically when his car gets stolen and he tries to find it.",Balaji Venugopal,Sean Roldan,Sandeep K. Vijay,0.822,9,5,-7.257774,-7.403668
163,2023-09-01,Paramporul,/wiki/Paramporul,C. Aravind Raj,"R. Sarathkumar,Amitash Pradhan,Kashmira Pardeshi",Kavi Creations,,,C. Aravind Raj,Yuvan Shankar Raja,S. Pandikumar,,9,5,5.8232474,-6.7757006
164,2023-09-01,Rangoli,/wiki/Rangoli_(2023_film),Vaali Mohandas Murugan,"Hamaresh Sathish, Prarthana Sandeep,Murugadoss",Gopuram Studios,"TheMaalai Malarcritic gave 2.5 out of 5 and stated that ""He has worked to the required extent among the characters.""[9]Nakkheerancritics stated that ""there is no lag anywhere from the beginning to the end of the film which is a plus for the film.""[10]Dinamalarcritic rated 2.5 out of 5 and wrote that ""A film means that there has to be a twist or a knot in the script. Absence of such in the film makes.""[11]Virakesarigave a mixed review.[12]",,Vaali Mohan Das,Sundaramurthy KS,I. Maruthanayagam,0.2584,9,4,-0.053286377,-7.166563
165,2023-09-07,Tamil Kudimagan,/wiki/Tamil_Kudimagan,Esakki Karvannan,"Cheran,Lal,Sri Priyanka",Lakshmi Creations,"The film was released on 7 September 2023 across theatres inTamil Nadu. A reviewer fromTimes of Indiawrote the film marked ""an honest attempt, despite underwhelming writing"" and that ""if a little more effort had gone into the writing, it would have made this a much better film"".[4]Avinash Ramachandran, a critic fromCinema Expressnoted ""this film asks the right questions, but the answers aren't all right"".[5]","Chinnachami (Cheran) performs the last rites of whoever dies in the village. Disrespected by his profession, he leaves the profession and earns his livelihood by selling milk. In this situation, the village elder Sudale (Lal)'s father Pachimuthu (Mu.Ramasamy) dies and invites Chinnachami to perform the funeral rites. When he refuses, the entire town threatens to turn against him. At one point, Chinnachami, who leaves the village, files a case against me as a casteless person. What the court decides is the story of 'Tamilkutimakan'.[1]",,Sam C. S.,Rajesh Yadav,0.3716,9,4,1.9473587,7.918654
166,2023-09-08,Angaaragan,/wiki/Angaaragan,Mohan Dachu,"Sathyaraj, Sreepathy, Reina Karad",Primerose Entertainments,"The film was released on 8 September 2023.[5]A critic fromMaalai Malarwrote that as a major part of the story takes place at night, director Mohan Dachu has shot the scenes well, and music director K. Karthik is trying to scare the fans to some extent.[6]Thanthi TVcritic gave a mixed review.[7]",The story revolves around a police officer who makes an unexpected visit to the resort. The investigation also opens up multiple hidden secrets of paranormal activities related to a late-Queen who was the first owner of this estate in which the resort is located. The investigation leads to invoking of further issues in the resort and what happens next is how the play is designed in the film,Karundhel RajeshSreepathy,Ku Karthik,Mohan Dachu,-0.4939,9,2,7.4191375,6.096642
167,2023-09-08,Noodles,/wiki/Noodles_(film),Madhan Dakshinamoorthy,"Harish Uthaman,Sheela Rajkumar, SJ Aazhiva",Rolling Sound Pictures,"News7 Tamilcritic wrote that ""Madan, who has acted in films includingAyaliandMaaveeran, has proved that he knows how to direct through the film ""Noodles"". It is a small budget film, but it is well enjoyed.""[5]Logesh BalachandranofThe Times of Indiarated 3.5 out of 5 and stated that ""While Noodles explores familiar themes, its intense and powerful screenplay keeps the audience captivated throughout.""[6].Maalai Malarcritic rated 3 out if 5 and noted that ""This film is an example that a good story doesn't need big money.""[7]","A joyous moment in the neighborhood goes awry on a chance confrontation and doubles up the protagonist's woes in a freak accident. ""Noodles"" is a drama filled with suspense, thrill, humor, and loads of entertainment for the family.",Madhankumar Dakshinamoorthy,Robert Sargunam,Vinoth Raja,0.9331,9,5,-0.3111452,-1.6068364
168,2023-09-08,Oongi Adicha Ondra Ton Weightu Da,,G. Siva,"G. Siva, Hima Sree",JSAM Cinemas,,,,,,,9,5,2.8465736,4.2905774
169,2023-09-08,Red Sandal Wood,/wiki/Red_Sandal_Wood,Guru Ramaanujam,"Vetri, Diyaa Mayurikha,Ganesh Venkatraman",JN Cinemas,"The film was released on 8 September 2023 across theatres inTamil Nadu. A critic fromTimes of Indiawrote that the film has ""a great idea let down by weak writing"" and that it is ""good in parts, but the narrative falls flat as the film progresses, making it an average outing"".[8]A critic fromCinema Expresswrote ""while the execution of the film is quite interesting, its rushed yet slow screenplay makes it a rather tiring watch"".[9]",,Murugesh Babu,Sam C. S.,Suresh Bala,0.517,9,4,-7.3130913,0.85899335
170,2023-09-08,Striker,/wiki/Striker_(2023_film),S. A. Prabhu,"Justin Vijay,Vidya Pradeep,Kasthuri Shankar",ASW Creations,"The film was released on 8 September 2023 across theatres inTamil Nadu. A critic fromDina Thanthigave the film a positive review, praising the twist in the climax.[3]A reviewer fromMaalai Malar, in contrast, gave the film a negative review, noting it is to be watched ""at your own risk"".[4]",,,Vijay Siddharth,Manish Murthy,0.3182,9,4,-8.603637,5.2269526
171,2023-09-08,Thudikkum Karangal,/wiki/Thudikkum_Karangal_(2023_film),Velu Doss,"Vimal, Misha Narang,Sathish",Odiyan Talkies,"The film was released on 8 September 2023 across theatres inTamil Nadu, a week after its initial release date of September 1.[5][6]A reviewer fromTimes of Indianoted it was ""a run-of-the-mill action crime drama"" and that the ""technical aspects of the film, including cinematography and music, do nothing to elevate certain moments"".[7]A critic fromDinamalarconcluded the film was ""low on thrills"" and gave it 2.25 out of 5 stars.[8]","Vetri, a YouTuber who owns a channel called Kothu Poratta, often invites trouble by exposing the evils in society. He meets an old man who is in search of his son, Sameer. Vetri extends his support to the old man through his channel, promising to help him find his lost son.
Parallely, we also get to witness the investigation of a murder case that involves the daughter of IG Devendran.",,Ragav Prasad,Rammy,-0.7196,9,1,-1.4302325,-2.3229053
172,2023-09-15,Aanmeega Azhaippu,,Sathyamoorthy Jeyaguru,"Sathyamoorthy Jeyaguru, Subiksha, Aadesh Bala",Sathya Sudha Creations,,,,,,,9,5,4.079642,-0.5903074
173,2023-09-15,En 6 Vaathiyaar Kaalpanthatta Kuzhu,/wiki/En_6_Vaathiyaar_Kaalpanthatta_Kuzhu,S. Hari Uthraa,"Sharath,Ayraa,Ganja Karuppu",PSS Productions,"A critic fromDina Thanthinoted that ""Director Hari Utra has given a quality film by telling a lively screenplay with a social purpose about how the ambition of many young people is destroyed despite their talent in the world of sports and the practical politics there""[4]Thinaboomicritic wrote thart ""The effort of the director who has taken new faces with less investment can be appreciated.""[5]",,S. Hari Uthraa,AJ Alimirzaq,Vinoth Raja,-0.5764,9,2,0.8497693,-5.9589114
